id,verdict,tag,conf,reason
385229 7f35fe81-e0fd-464c-8826-fcb247f0e47d,OK,scope,0.9,Different focuses: writing to someone vs. getting clients.
168348 f2d9db07-c730-485a-963c-afe5d0a1f0f0,OK,unrelated,1.0,Questions are about different locations and contexts.
199795 7c50a56c-202e-488f-9579-f10b33233914,OK,scope,0.9,Different materials but same removal technique context.
344042 3954a802-ed3d-4dd8-8bc1-3b25955afcdb,B,scope,0.7,"One asks for the best way, the other for booking."
229274 8dad0e08-4dac-4ed5-8513-adbb6d353e18,OK,unrelated,1.0,Questions are about different topics in Bollywood.
84446 1fcd1304-79df-4f10-8c6b-dde44d6a2622,OK,unrelated,1.0,Questions are about entirely different topics.
392779 1f95c5c7-3121-4b2a-98c2-3884b56d3209,B,scope,0.7,Different focus on consequences vs. effects.
18424 0319b9d6-2424-4993-8881-52f5973b70d3,OK,identical,1.0,Both questions ask about increasing referral traffic.
186846 bd4d40cc-f93b-4add-a714-02c7aa899b43,OK,identical,1.0,Both questions ask the same thing using different prepositions.
268780 8c84fb2c-13cc-4901-b835-836b2f19b001,OK,unrelated,1.0,Questions address different topics: messaging vs video quality.
139755 d6f69a5f-5fd3-4934-97a0-ffee627836e1,OK,scope,0.9,Different scopes: Lausanne vs. Switzerland broadly.
128336 998ec2ce-9f49-4e9c-9614-6d77d68b0061,OK,entity,0.9,Different countries lead to different mistakes.
185316 c378039e-7836-4a87-afe7-49ada7300f67,OK,scope,0.9,Different topics: songs vs. facts.
10812 160cb0d2-dedb-42b9-96d2-e5bb4fea8797,A,scope,0.9,Different specificity in asking about 'best' vs 'top'.
371311 7e74f36e-b410-4af1-b60f-8714b274e30e,OK,scope,0.9,"Different focuses: one on genetics, the other on identity."
399468 e4ebbd05-eed5-4724-bbdc-684e418f04cb,B,scope,0.7,Different specificity in the number of favorites.
337870 f4cfede9-99f8-4d18-a6c3-df6526f03b46,OK,scope,0.9,Questions focus on different aspects of first salary.
143781 454389dd-7176-4076-8276-e671161eda18,OK,identical,0.9,Both questions ask about the same concept.
33962 e51d7cc4-d0c3-4767-b9ed-adb67317a0f5,OK,scope,0.9,"One asks for one phrase, the other for two."
181906 7bf986bb-8a67-4d83-8e82-753c436e47b0,OK,unrelated,0.9,Questions address different topics and time periods.
276287 58169afe-29f5-4d9d-8b29-05dfabae3391,B,scope,0.7,Different focuses on forgetting vs. difficulty in forgetting.
123646 58c6e930-5805-4276-b70c-58f273b4fd3f,OK,unrelated,1.0,Different medical conditions are discussed.
290693 0a6a0fed-163b-46a6-b0db-bf76e8c9ad25,B,scope,0.7,Different height specifications create ambiguity in dating preferences.
305240 ff3fa81f-679f-4818-9282-a83476fdc3bc,B,scope,0.7,Different focuses on general improvement vs. job interview fluency.
157887 10182b7f-e9b6-4da9-845e-22016489b8ef,OK,scope,0.9,Questions address different aspects of exercise.
52946 81ef0c15-44b7-46f9-94e3-a443768253f8,B,scope,0.7,Different focuses on opinion vs. pros and cons.
295654 04d241f6-5637-408d-a404-d6e4c0a5a783,OK,scope,0.9,Different questions about rat meat's characteristics.
251452 a200dc00-a530-4fb0-81c5-4af3df3d647c,B,scope,0.7,Different amounts and timeframes create ambiguity.
186252 96506ec5-f7e2-41d8-9cc6-bad3501b1592,OK,scope,0.9,Different aspects of using Adobe Premiere Pro.
304544 7d7f0311-09d0-45e0-a1ca-e94eedd173b2,OK,unrelated,0.9,Questions address different job roles and contexts.
398390 a0cface1-d98a-4ccb-9cec-8c0b333b95b7,B,scope,0.7,Questions focus on energy loss but differ in specifics.
358956 39577c00-b12a-4c23-a412-f1f83b6ab63f,OK,unrelated,1.0,Questions are about completely different topics.
162869 8ff9e36d-90a8-42f7-8ed8-082d9e4d6007,B,scope,0.7,Different focus on age and method of increasing height.
261788 6fa81e5c-aaf0-4e62-afbe-e93668438398,OK,scope,0.9,Questions address different aspects of celestial visibility.
204335 49a37b5b-2924-4fe9-b326-932322b46816,OK,unrelated,0.9,Questions address different topics about education.
136250 0a488422-7ebc-4b78-8086-15a7d17f9c10,OK,scope,0.9,Both questions seek guidance on career paths.
130850 b6588617-e216-4db7-bcfc-cee312619a0c,OK,scope,0.9,Different focuses on complexity vs. ambition.
170350 154e65c8-993c-4f2b-af6e-648b1adf1510,B,scope,0.7,Different focus on ideas vs. market needs.
390479 c0a1da96-67dc-4e69-9cc3-5d3f37ba663a,OK,scope,0.9,First question is more specific about timing.
177771 09b456b2-847f-42ad-821f-a61a397f9795,OK,scope,0.9,Questions address different aspects of overdosing.
355025 e93f6dac-9067-4251-8c9b-4eb098c033a6,OK,scope,0.9,Different years and locations imply distinct cutoffs.
289002 b9a95341-ca35-42f0-9dd4-3e0a38b07d41,OK,unrelated,1.0,Questions are about completely different topics.
138885 c6aadeda-4e19-4fba-af86-afb3ea0440e1,OK,lexical_gap,0.9,Both questions ask about earning money online.
357883 086934d2-74f5-4e6d-9766-47da5363f8be,A,scope,0.9,"One asks for examples, the other defines."
131910 f0060ef8-094b-4f6e-b05b-6acea8dc62ea,B,scope,0.7,Different implications about India's interest in the treaty.
194840 23eb2383-e1ae-4895-9ed1-8d8c335cb51f,OK,unrelated,1.0,Questions address different topics entirely.
349294 9ed42ccb-e978-46fe-8ce1-130ed1d86f5b,OK,scope,0.9,Questions address different aspects of Mongol conquests.
369740 9113f507-4166-4d94-ae84-ffe60954b48d,OK,identical,0.9,Both questions ask about the same person's study methods.
33860 457e422d-453c-4398-a166-99efbdb7387f,OK,unrelated,1.0,Questions are about different aspects of Patronuses.
25442 45aeabaa-0d35-4607-a474-3c9a737a2c3e,OK,identical,1.0,Both questions ask the same thing about Jainism.
218311 b6f3182a-7bea-4da3-ad5a-06d58a647569,OK,unrelated,1.0,Questions address different topics entirely.
194257 69e62f79-1e37-45e9-8ef4-80dfea4e9b03,OK,unrelated,1.0,Different subjects: Fivesquid vs. £200.
179173 8adb1227-56f0-4be9-91cf-5cb503988294,OK,scope,0.9,"One asks for a song, the other is general."
156360 61c5f117-f691-4e9b-977c-43741412ce43,B,scope,0.7,Different focus on singular vs. plural importance.
276815 74d300d7-2273-4d94-81fb-01f2151e2b15,A,scope,0.9,Questions have opposite scenarios regarding parental permission.
207380 1ee85547-15c1-4736-819a-56389986f905,OK,scope,0.9,Different focuses on coding environment vs. ACM-ICPC learning.
29965 c6f00cf3-9014-4f64-975b-54e2c96a6d68,OK,unrelated,1.0,Questions are about entirely different topics.
24726 e1e68c19-4eb7-4438-8bcb-b7358541498e,OK,scope,0.9,Questions address different aspects of learning OAF.
180398 d5d07e00-4828-42c8-b216-d9624fbf8cfb,OK,lexical_gap,0.9,Both questions ask about the same concept.
228359 661e029d-b6fb-4aba-9ffa-0aaf5d84234a,OK,unrelated,1.0,Questions are about different topics entirely.
57973 53478157-bc7f-4ac7-8eb2-c4c045f1beca,OK,unrelated,1.0,Different terms with distinct meanings.
247490 9d9b8423-bd6c-423c-be70-cc3173f16db3,OK,unrelated,1.0,Different phrases with distinct meanings.
46189 aa33ab38-7e9f-4d52-a26d-13a581f4e1d3,OK,entity,0.9,Different companies imply different contexts for work-life balance.
304613 abe42ed2-c0f6-4b5e-ba86-d0a67d9f5fac,OK,scope,0.9,Different subjects but both ask about Japanese language.
377794 6199cf9a-8d0b-4732-b28f-90710ed34dd2,B,entity,0.7,Different deserts make comparisons ambiguous.
312339 0018cd30-95d6-42c5-941f-c370e33c21f7,OK,scope,0.9,First question is more specific about benefits.
98679 5b38e0f1-b279-438e-b8b1-e3e71c40485b,B,scope,0.8,Different perspectives on the same philosophical issue.
328530 2559ba6d-d415-479a-b779-64d34f93b895,OK,lexical_gap,0.9,Both questions ask about the same action on Quora.
143151 5222afcb-4e77-4c7d-a432-631fed099852,OK,unrelated,1.0,Questions are about entirely different topics.
162407 9a4707f9-a17d-4f01-8fef-7cac767296a6,B,scope,0.7,"One is general, the other is specific."
216018 81aeb953-7451-4f3e-ac8c-bd602a4366aa,A,scope,0.9,Questions ask about different aspects of Ohm's law.
230373 dd665f40-bd1b-4197-89b0-b659ad196867,OK,scope,0.9,Intersubjectivity and subjectivity have distinct philosophical meanings.
337537 62a7e930-2057-4af9-b7e7-254e73a7e47e,A,scope,0.9,Different contexts lead to different advice needed.
354861 77b004ce-21f2-4152-b1fd-660a1d2776f8,OK,unrelated,1.0,Questions address different topics entirely.
382330 8c6367db-e0f4-4d12-8d99-0d605afb4564,OK,unrelated,1.0,Different topics: humor vs. must-read books.
8361 8854f0a5-4706-4d6e-8b5f-a257190b7a52,OK,unrelated,1.0,Questions are about different topics entirely.
24395 fa1a9257-6d98-439a-bbc7-3ca21beb8ec2,OK,unrelated,0.9,Questions address different aspects of Call of Duty.
165514 bf4a022a-78ea-4bcd-aeea-144efffd3459,OK,scope,0.9,Both questions ask about gaming laptops under 60000.
259375 62c7796b-6bf0-43e9-bfdb-41f813839ab9,B,scope,0.7,Different drones imply different contexts for making money.
66968 671a43f3-bf8d-4aa3-b40b-e6c886b6d6cb,OK,unrelated,0.9,Questions address different characters and themes.
232701 b75e28f8-cac2-4514-9d59-6462454461d5,OK,unrelated,1.0,Questions are about entirely different topics.
340772 e2f1a328-8eee-4e0d-a0c3-ed1f2f77a7a9,A,scope,0.9,Different subjects imply different actions.
48079 0a38ed5c-d6ab-45bf-8b65-a013f5c3c46b,OK,scope,0.9,Both questions inquire about causes of a late period.
212533 83e87605-0ef3-4aaa-ab33-ffe0ef7ebc00,OK,scope,0.9,Different educational levels and GPA concerns.
115600 afbd38d5-9d23-47a2-8d2a-68a4c1ca7a00,OK,unrelated,1.0,Questions address completely different topics.
399051 c79c2136-f9e9-4e36-848d-1729564dea44,B,scope,0.7,Different focuses on methods and location of earning.
193762 364f6c9a-f819-4470-b75d-595e47772978,A,lexical_gap,0.9,Different phrasing affects clarity and meaning.
371136 68588eef-4515-4c44-9679-652e9e227a77,OK,scope,0.9,"Different specificity; one is general, the other is location-specific."
238918 623bdf5a-5859-4aa3-b291-cdb89455a5e9,OK,identical,1.0,Both questions ask the same thing.
360390 188ff6dd-0f46-4c11-81be-bb37923faba4,OK,scope,0.9,Different scopes of guilt addressed in each question.
281900 0efc8ff2-6f75-4cdb-8811-53c5703920f2,A,entity,0.9,Different deserts make them non-duplicate questions.
241834 d6bfc693-6ee3-4f34-bc2c-15e358d3ac1a,OK,unrelated,1.0,Questions ask about different ideologies.
115396 0d8aeaaa-4565-47e0-abb2-ae58c10f1736,OK,scope,0.9,Different color combinations are discussed.
328527 afa85544-02fe-4e5a-8c9d-eda83f8c80d0,OK,scope,0.9,Different contexts: master's studies vs. design engineering.
5501 230f7ac3-0393-4a1f-9787-c0d0266eda1a,OK,identical,1.0,Both questions ask about the same scenario.
17051 a97199f4-caae-497f-8bf3-4be210a5b652,OK,lexical_gap,0.9,Both questions seek advice on oratory skills.
207061 a85a42c4-3cf6-4e20-ab2b-5684f70b9a29,OK,lexical_gap,0.9,Both questions ask about animal masturbation.
164893 32084dcc-4b09-416c-ad69-2ca4f01a96b8,OK,scope,0.9,Different universities and contexts are compared.
274149 1d1a4fbd-35f3-4cd6-b8c1-e4c228efad4e,OK,identical,1.0,Questions are identical in meaning and content.
358446 fe9df3f9-8c5d-422d-8bd3-1babb333dc53,B,scope,0.7,Different approaches to proving God's existence.
14486 84f31079-ec75-4cdc-9d55-d80c4e9f73d5,OK,scope,0.9,Different focuses: background color vs. overall reading improvement.
372322 cc03f78f-8bbc-4f97-adbe-dcaf5e732193,A,negation,0.9,Questions ask for opposite choices.
62140 871b1ec8-6a46-4864-b66b-d7b09fbdcd2f,OK,identical,1.0,Both questions ask about making money online.
72447 6a82b77c-ed0e-4ea9-bbe8-f218bc27f15e,OK,entity,0.9,Different dog breeds imply different care needs.
55138 4f2e36a0-92a2-4b57-831c-78f3b7cd2665,OK,scope,0.9,Questions address different aspects of Superman's existence.
17712 f748607a-5c5e-44cc-9d3e-2cb0cfe8f7d7,B,scope,0.7,Different scopes regarding message delivery and account deletion.
30825 dee3f32b-cc05-44a6-a91c-5344578f6988,OK,scope,0.9,Questions address different aspects of religious practices.
33870 da55f381-ec9b-42b8-bf17-e73924aab7c1,OK,identical,1.0,Both questions ask the same thing.
243130 bd131d5d-7ac0-4ebb-922f-803a49436a09,B,scope,0.7,Different focuses on impact vs. relationship dynamics.
20139 e8875bf2-9a9b-4245-94f8-b1ecc1ed4f3f,B,scope,0.7,"One is general, the other includes deletion."
291033 3f8f25e0-bb24-47d7-b3be-8b5f26273901,OK,scope,0.9,Both questions ask about normality of teeth count.
346873 497faa2c-eeda-413f-bae4-9f18fd34cef6,OK,scope,0.9,Different educational levels and interests are addressed.
117623 80f607a3-55bb-4f61-aa4e-329280f20f7c,OK,entity,1.0,Different nationalities imply different experiences.
84164 c9a745df-c699-4073-94c9-d5678a2621fd,B,scope,0.7,Different focus on methods vs. best methods.
251037 5fed50f2-8497-47c4-8ff4-a34ebfbf943e,OK,unrelated,1.0,Questions address different topics about driving.
370006 8d7dad38-b69d-45ff-8dac-4a3aad6f6d35,B,scope,0.7,Second question adds context and asks for impact.
26969 eff468d7-9b3f-490d-b3f5-a526348f8ee5,OK,unrelated,0.9,Questions address different aspects of cloud deployment.
214027 b6518fff-d784-4099-aba8-88cd77c5bd1f,OK,scope,0.9,Different focuses: review vs. pursuing fashion designing.
132860 09280050-5459-4fad-9f5d-d8cba6e61858,OK,unrelated,1.0,Questions address different topics in e-commerce.
18159 22fc5d26-7ef6-4176-9e86-3b97250d4d60,OK,scope,0.9,Different focuses: method vs. action.
155095 d8a9c881-9510-4913-bd84-dcb0b818d97b,OK,scope,0.9,Different focuses on texting pranks vs. great lyrics.
88632 bbc590b5-f2df-4024-8a6d-748799988388,OK,lexical_gap,0.9,Both questions ask about college memories.
239291 dba39ab1-73dd-41c0-8664-93c57cde7fcd,B,scope,0.7,Different focuses on likelihood and prophecies.
208580 b6f3e503-0ca6-4936-bbd7-2130fc95ad23,OK,unrelated,1.0,Questions address different topics entirely.
205115 eda1b6e6-43e7-4a9b-a18c-87f81107a348,OK,scope,0.9,Both questions ask about earning money online.
192717 86e0d19f-61c6-4f7f-a1e5-9e6de0d9f3e9,OK,scope,0.9,Questions address different aspects of Google Ventures.
36185 5d748b7c-ce9e-4155-a462-98a2fe43bbb8,B,scope,0.7,Different focus on 'options' vs 'paying careers'.
81851 22fecf75-a6b3-421c-a121-6dadf9ced957,OK,unrelated,0.9,Questions address different racial preferences.
219319 2d7f9c4f-0956-4bb1-b061-3c7a7b1fe6fb,A,scope,0.9,Different focus on homemade vs. affordable shops.
240650 cbc1ee11-2014-47bf-b028-67c548213a5d,OK,unrelated,1.0,Questions address different topics entirely.
319329 ab3f519c-1fbb-43ca-8d35-220cc39679c0,OK,scope,0.9,Both questions address the same topic of underdevelopment.
56343 795cb6a3-5a47-4d23-aa1b-4ab7a55b40c7,B,scope,0.7,Different focuses on value and location of purchase.
74139 143540c0-0f46-407b-b3bf-fe22369716f3,B,scope,0.7,Different focuses on characteristics vs. reasons.
327834 b0ad4cbb-b8f5-4277-9e2c-1adef92eb1ea,OK,unrelated,1.0,Questions are about entirely different topics.
364405 c070d04a-787c-4cc6-b4c4-13842d89d783,OK,unrelated,1.0,Questions are about different topics.
171470 04647873-3716-4c9f-9d26-44932b8b7f5e,OK,unrelated,1.0,Questions are about different topics entirely.
327319 5e5d8fc2-eedd-4ca6-9fd9-7b5663bbd92b,OK,scope,0.9,Questions address different aspects of sexual orientation.
364107 31aaebfe-984b-43da-9d28-5b780707e75b,B,scope,0.7,Different focuses on functioning vs. success.
205532 35e3dd1a-3885-4d49-b095-d5eb00ae7f2d,OK,unrelated,0.9,Questions address different topics about PS3 games.
389789 e7f3d1eb-5d37-4881-a350-e73334059e1e,OK,unrelated,1.0,Questions are about different topics entirely.
392898 4e3ae360-198f-42ac-8706-f0a3f2b3c562,OK,unrelated,0.9,Questions address different topics regarding hardware.
93062 18260118-ff32-4b03-9902-d49017b3d0f9,OK,identical,1.0,Both questions ask the same thing using different words.
402788 73d5f7b2-2614-4996-ad04-68fd9fa37f42,OK,unrelated,1.0,Questions address different concepts about life and race.
390730 48a735d4-3e5c-451e-9655-8b157fcb1952,OK,lexical_gap,0.9,Both questions ask about internships at IISc.
183277 61d11f4c-7e63-4731-940c-26e6216d53e8,A,scope,0.9,Questions focus on different timing for conception.
229498 31a07eb9-bb3d-4879-975e-17d8f98d6745,B,scope,0.7,Questions focus on similarities and differences differently.
356177 0ee9b0d1-d144-4a5d-a3bb-a83ae6a0730c,OK,identical,1.0,Both questions are identical with a minor spelling difference.
61041 a7d3c496-ecb3-4aea-9463-8a0131fef82f,OK,scope,0.9,Both questions ask about calculating magnifying power.
5278 e7575431-4796-482c-93d8-9d82e2e66862,OK,unrelated,1.0,Questions address different topics entirely.
266479 31d0f88d-973a-4d55-b6dd-7fe2f0e856de,OK,unrelated,1.0,Questions ask for different phrases in Korean.
379932 889e7994-7924-4cce-8390-0d8bd389460d,OK,unrelated,0.9,Questions address different topics entirely.
53624 6c19e643-6c34-4f22-bce8-d7de60422826,OK,scope,0.9,First question is more specific about death anxiety.
131901 629be5e4-f134-4001-a4ec-ddbcfee49a66,OK,unrelated,0.9,Questions address different topics and contexts.
125176 a2f88a71-23be-4599-bdf9-eb95fa0fa21a,OK,entity,1.0,Different symbols with distinct meanings in Apache culture.
203639 b06857e3-21fe-41b0-adfa-aba1dc1c361d,OK,scope,0.9,Different dates and durations indicate distinct events.
392576 75de84e9-84fd-477a-9450-55be76b2d705,OK,lexical_gap,0.9,Both questions ask about identifying fake passports.
21969 823b14ef-13d4-41b2-b4e8-c8c5f6222806,OK,unrelated,0.9,Questions address different aspects of buffalo meat.
392406 c654c836-6a0f-4c42-bfed-c7b5f53be994,OK,unrelated,0.9,Questions address different aspects of Tesla Motors.
131761 07da60cb-f70d-440b-9655-11e5fe012fe1,OK,scope,0.9,"One asks if, the other quantifies enjoyment."
